anio,provincia,canton,distrito,patrimonio_neto,activos_totales,pasivos_totales,cant_funcionarios,valor_total_bienes,valor_medio_bienes,cant_actos_registrales,ratio_bienes_vs_patrimonio,ratio_bienes_vs_activos,densidad_actos_por_func,var_valor_total_bienes,var_patrimonio_neto,var_activos_totales,var_pasivos_totales,dif_var_bienes_patrimonio,mz_ratio_bienes_vs_patrimonio,mz_ratio_bienes_vs_activos,mz_densidad_actos_por_func,mz_var_valor_total_bienes,mz_var_patrimonio_neto,mz_dif_var_bienes_patrimonio,max_abs_mz,avg_top3_abs_mz,combined_score,anomaly_flag
2019,Alajuela,Central,Guácima,277683288.48,436018122.79,158334834.31,55,3484134705.05,10887920.95328125,320,12.547152996212601,7.990802498656847,5.818181818181818,-0.09168029454489546,0.28540756245878596,0.21299770942181584,0.1039356153665627,-0.3770878570036814,2.219363830906098,1.840058694879148,1.4651090432420635,-1.1457620016385945,1.3314470519766974,-1.6519101569256784,2.219363830906098,1.9037775609036416,1.9037775609036416,0
2019,Alajuela,Central,Rio Segundo,466194955.0,645248795.3,179053840.3,72,3875279117.14,11265346.270755814,344,8.312571973542699,6.005868039378887,4.777777777777778,0.11226443441554212,0.6788729258857702,0.4798669173913488,0.13085563944466427,-0.5666084914702281,-0.5873631608153687,-0.3981944776104613,-0.41406460906967074,1.4015743002654728,3.166472699812986,-2.484170648150722,3.166472699812986,2.3507392160763936,2.3507392160763936,0
2019,Alajuela,Central,Sabanilla,379729012.21,533194951.02,153465938.81,58,2922053903.7400002,10664430.30562044,274,7.695103112437532,5.480273018621279,4.724137931034483,-0.24597588575851814,-0.18547163984217718,-0.17365990466964298,-0.14290618646954545,-0.06050424591634096,-0.9966283300808486,-0.9908662996732367,-0.5109486875618049,-3.072964350655696,-0.8646176936697316,-0.26166559374669346,3.072964350655696,1.686819660136594,1.686819660136594,0
2019,Alajuela,Central,San Antonio,385421896.88,512083712.15,126661815.27,57,3437802304.96,10983393.945559105,313,8.919582236476694,6.7133599905497405,5.491228070175438,0.17650201475061156,0.01499196660499491,-0.03959384617130057,-0.17465845351641907,0.16151004814561665,-0.18503006573277672,0.3995880873589923,0.8745664800475219,2.203922667728032,0.07029524525934953,0.7132874817064263,2.203922667728032,1.26392554316066,1.26392554316066,0
2019,Alajuela,Central,San Isidro,367606541.17,531812783.65999997,164206242.49,57,3559500087.59,11054348.09810559,322,9.682907372270902,6.693145025760926,5.649122807017544,0.035399878129820594,-0.04622299836676569,0.038527043610051326,0.2964147256216725,0.08162287649658628,0.320910250587407,0.37679327473490787,1.159755327639032,0.44151087742334905,-0.21519629019933922,0.3624711344187256,1.159755327639032,0.6593531599324297,0.6593531599324297,0
2019,Alajuela,Central,San José,402787179.53999996,557038577.4,154251397.86,65,3571810229.96,11596786.460909091,308,8.867735646499868,6.412141591039473,4.7384615384615385,0.0034583908040677347,0.09570188348125885,0.04743359790336932,-0.06062403279586792,-0.09224349267719112,-0.21939455722263915,0.05992798666158784,-0.4850774446237957,0.04255126411810523,0.44670643991375075,-0.4010452511367744,0.4850774446237957,0.444276378558107,0.444276378558107,0
2019,Alajuela,Central,San Rafael,411963236.02,570673884.98,158710648.96,62,3068273231.91,10365787.945641892,296,7.447929726819219,5.3765790106507705,4.774193548387097,-0.14097529421534782,0.022781401559204273,0.02447821054628463,0.028908983398952648,-0.1637566957745521,-1.1604575753677147,-1.1077938089032293,-0.42053842998273905,-1.7614726542402186,0.10662325339361366,-0.7150881716156617,1.7614726542402186,1.3432413461703874,1.3432413461703874,0
2019,Alajuela,Central,Sarapiquí,394112073.92,561134749.51,167022675.59,67,3417238088.12,10746031.723647797,318,8.670726715197409,6.089870732660981,4.746268656716418,0.11373330529392578,-0.043331929985940154,-0.016715563338480677,0.052372204917988,0.15706523527986593,-0.34997424908272745,-0.3034713023149343,-0.4709762585890378,1.4199209774774257,-0.20171305858205896,0.6937685404076831,1.4199209774774257,0.8615552588247155,0.8615552588247155,0
2019,Alajuela,Central,Tambor,293859686.3,424777609.75,130917923.45,56,3110142317.31,10032717.152612902,310,10.583766546782705,7.321813216898257,5.535714285714286,-0.08986665924086934,-0.25437532685271147,-0.2430024871549502,-0.21616676904774523,0.16450866761184213,0.9180096442006149,1.0856925367127008,0.954917306154654,-1.1231091041015528,-1.1859675370042344,0.7264556125381028,1.1859675370042344,1.131589725939496,1.131589725939496,0
2019,Alajuela,Central,Turrucares,250179891.8,380812214.25,130632322.45,45,3467139552.85,11220516.352265371,309,13.858586027456264,9.10459124762698,6.866666666666666,0.11478485519877157,-0.14864166994110073,-0.10350214910309308,-0.0021815271161788052,0.2634265251398723,3.088596103690886,3.0959899369476975,3.358878219066897,1.433055179373848,-0.6928517756004137,1.1608432713222392,3.358878219066897,3.1811547532351603,3.1811547532351603,0
2019,Alajuela,Grecia,Bolivar,359526040.45,502920437.69,143394397.24,59,3715602546.9,11539138.344409939,322,10.33472441175436,7.388052400428189,5.4576271186440675,0.07166224210553129,0.4370700932967626,0.3206520664797716,0.09769461761567277,-0.3654078511912313,0.7529417712002104,1.1603852108138513,0.8138765746278596,0.894439651895893,2.0387637811532784,-1.6006186054682727,2.0387637811532784,1.5999225324784676,1.5999225324784676,0
2019,Alajuela,Grecia,Grecia,333811447.7,478997500.31,145186052.60999998,53,3413278016.53,11118169.434951141,307,10.225167650923556,7.12587855744754,5.7924528301886795,-0.08136621895208762,-0.07152358899459521,-0.0475680357908741,0.012494598146685298,-0.00984262995749241,0.6803263421640894,0.8647525600467878,1.4186374471508227,-1.0169358274488276,-0.33319201999650383,-0.039190286491385805,1.4186374471508227,1.1001086115488128,1.1001086115488128,0
2019,Alajuela,Grecia,Puente De Piedra,372513890.98,549396905.26,176883014.28,64,3671502485.89,11366880.76126935,323,9.856014969619267,6.682786981030545,5.046875,0.07565292604629814,0.11594103062271954,0.1469723848338218,0.21831960508730597,-0.0402881045764214,0.43564787476996847,0.3651133291476875,0.07197772666933218,0.9442845982377667,0.5410968425947859,-0.17288847578486932,0.9442845982377667,0.6403431052008403,0.6403431052008403,0
2019,Alajuela,Grecia,Rio Cuarto,270333079.37,395920058.39,125586979.02,47,3313489241.6,11465360.697577855,289,12.25706173037332,8.369086565288532,6.148936170212766,-0.09751137188818082,-0.2743006746437975,-0.27935513542321044,-0.28999978018692096,0.17678930275561666,2.0270881414022517,2.266619636618571,2.062516242355419,-1.2185940629106589,-1.278894456721492,0.7803847663006047,2.266619636618571,2.1187413401254136,2.1187413401254136,0
2019,Alajuela,Grecia,San Isidro,379807971.23,548845802.26,169037831.03,63,3328742837.26,10737880.120193549,310,8.76427850231773,6.0649873307823965,4.920634920634921,0.00460348428734747,0.4049629890471662,0.3862540950611826,0.3459821420107603,-0.40035950475981874,-0.287967093090508,-0.33153034121001995,-0.156036604105923,0.05685385587372787,1.889024146480972,-1.7541052189444153,1.889024146480972,1.3248865688784692,1.3248865688784692,0
2019,Alajuela,Grecia,San José,269263013.15,415685087.83,146422074.68,55,3153874546.26,10374587.323223686,304,11.712988387688629,7.587172690567672,5.527272727272727,-0.052532832828846576,-0.2910548657575631,-0.24261953700234173,-0.13379109405388823,0.23852203292871654,1.6664703309945457,1.3849173705678164,0.9396701967704328,-0.6567974137083243,-1.3570318819188083,1.05147773980791,1.6664703309945457,1.4694731944937234,1.4694731944937234,0
2019,Alajuela,Grecia,San Roque,468589553.29,610157746.57,141568193.28,63,3733948052.78,11779015.939369086,317,7.9684833487295865,6.119643770435396,5.031746031746032,0.18392409019815825,0.7402670638204587,0.46783650516597874,-0.033149929138813095,-0.5563429736223005,-0.8154288952143697,-0.2698986087976488,0.04465184419921293,2.2966268151672833,3.4527998538875244,-2.439090675983872,3.4527998538875244,2.72950578167956,2.72950578167956,0
2019,Alajuela,Grecia,Tacares,326717343.5,478040340.85,151322997.35,61,3558913608.08,10687428.252492493,333,10.892943637318721,7.444797654005354,5.459016393442623,-0.046876507714049054,-0.3027643463109779,-0.21652991617773865,0.06890533702515023,0.2558878385969289,1.1229356287510808,1.224372333032999,0.8163858772601826,-0.5861480648688626,-1.4116420182500176,1.127737900062366,1.4116420182500176,1.254584083781794,1.254584083781794,0
2019,Alajuela,Guatuso,Buenavista,343097899.78000003,486194958.88,143097059.1,56,3548630529.02,11301371.111528663,314,10.342909505699218,7.298781001750069,5.607142857142857,-0.0028893870974147084,0.0501367821632035,0.017058430707961314,-0.054360132921329574,-0.053026169260618206,0.7583669417145592,1.0597209342832448,1.083931308636527,-0.036734555953309246,0.23420201808449145,-0.22882638461029237,1.083931308636527,0.9673397282114437,0.9673397282114437,0
2019,Alajuela,Guatuso,Cote,374128934.67,542326536.12,168197601.45000002,64,3804408215.95,11563550.808358662,329,10.16870886852329,7.014977071135244,5.140625,0.07207785787736998,0.09044367485168991,0.11545075944288863,0.17540921181656932,-0.018365816974319937,0.6429048386825844,0.7396977490871337,0.24130860492679118,0.8996308286850414,0.4221834485813163,-0.07661899093506953,0.8996308286850414,0.7607444721515865,0.7607444721515865,0
2019,Alajuela,Guatuso,Katira,374721674.18,586800662.75,212078988.57,81,3148891692.93,10461434.19578073,301,8.403281448346137,5.3662033682323065,3.7160493827160495,-0.1723044651916542,0.0015843188138411346,0.08200617832235158,0.26089187207015296,-0.17388878400549534,-0.5272399207657158,-1.1194935980076979,-2.3317542262076425,-2.152784236271769,0.007765274743943753,-0.7595822012602744,2.3317542262076425,1.8680106868290365,1.8680106868290365,0
2019,Alajuela,Guatuso,San Rafael,411924897.25,579734104.52,167809207.27,66,2976202146.05,9822449.32689769,303,7.225108668883695,5.133736523081032,4.590909090909091,-0.05484137395634414,0.09928228238041337,-0.01204251916976895,-0.2087419484527957,-0.1541236563367575,-1.308145829361083,-1.3816280232661338,-0.7515860903101277,-0.6856318466867508,0.46340453946744264,-0.6727856637275071,1.3816280232661338,1.1471199809791148,1.1471199809791148,0
2019,Alajuela,Los Chiles,Caño Negro,374749279.19,496870802.79,122121523.6,53,3489272842.23,11592268.578837208,301,9.310952778273174,7.022495229418268,5.679245283018868,0.17239107795851316,-0.0902485339152439,-0.1429332880090053,-0.2722596954795805,0.26263961187375706,0.07437464456657883,0.7481753799477401,1.214162424349362,2.152575723981441,-0.42052055607001915,1.1573876221616504,2.152575723981441,1.5080419234974844,1.5080419234974844,0
2019,Alajuela,Los Chiles,El Amparo,396780195.07,525716053.67,128935858.6,57,3396692527.14,10324293.39556231,329,8.560640297434087,6.461078187412849,5.771929824561403,-0.026532839154771226,0.05878841429026527,0.05805382549755356,0.05579962318779974,-0.0853212534450365,-0.422940740573644,0.11510990542549386,1.3815688757657616,-0.33204899744454297,0.27455110170020564,-0.3706469452217148,1.3815688757657616,0.7250521871870402,0.7250521871870402,0
2019,Alajuela,Los Chiles,Los Chiles,388753190.65999997,535745313.49,146992122.82999998,56,3435638643.65,11118571.662297735,309,8.837583140648173,6.412820713762769,5.517857142857143,0.011465894012724354,-0.020230355521106302,0.019077332240448497,0.1400406715870739,0.031696249533830656,-0.23937997055843951,0.06069377949813351,0.9226638055341865,0.14256759557711143,-0.09397299912893067,0.14322345620051505,0.9226638055341865,0.43508907743104697,0.43508907743104697,0
2019,Alajuela,Los Chiles,San Jorge,373522901.18,567094697.05,193571795.87,67,3390444553.98,10400136.668650307,326,9.076938905939132,5.978621509982255,4.865671641791045,-0.0131544945081844,-0.039177271970791905,0.05851546018346099,0.3168855047686505,0.026022777462607505,-0.0807323302205272,-0.4289182279974273,-0.2553110604103829,-0.16494910154948683,-0.18233675580058067,0.11830898360897665,0.4289182279974273,0.2888553480694636,0.2888553480694636,0
2019,Alajuela,Naranjo,Cirrí Sur,353498583.3,500305483.9,146806900.6,60,3425568933.2,10605476.573374612,323,9.690474290508988,6.846954597612797,5.383333333333334,0.010359815257491078,-0.05360934447858745,-0.11777435672989778,-0.24158940645158156,0.06396915973607853,0.32592568742738814,0.5502321308883487,0.6796874341933247,0.12875231052251632,-0.24964439114763032,0.28494664203612213,0.6796874341933247,0.5186150841696872,0.5186150841696872,0
2019,Alajuela,Naranjo,El Rosario,365305755.86,550529188.58,185223432.72,62,3581923617.66,11193511.3051875,320,9.805275608722514,6.506328260085511,5.161290322580645,0.045643420847450544,0.03340090489126446,0.10038607669956834,0.26168069731730315,0.012242515956186084,0.402017266922531,0.16613482377560043,0.27863422862870396,0.569456072956133,0.15615000413956492,0.05779437398440686,0.569456072956133,0.4167025228357893,0.4167025228357893,0
2019,Alajuela,Naranjo,Naranjo,411087890.89,553843330.87,142755439.98,55,3685225508.96,11444799.717267081,322,8.964568382156756,6.653913306441906,5.8545454545454545,0.02883978061137027,0.12532552333378932,0.006019921120891336,-0.22927980610422205,-0.09648574272241905,-0.15521275236510532,0.33255477617009316,1.5307888990510168,0.3595731159623948,0.5848638076632154,-0.41967465851755276,1.5307888990510168,0.8451091217439283,0.8451091217439283,0
2019,Alajuela,Naranjo,Palmitos,465983579.92,673682634.54,207699054.62,75,3517947833.7200003,11534255.192524591,305,7.549510294598709,5.22196603170884,4.066666666666666,-0.04539143529569423,0.1335375968169521,0.2163776234007393,0.4549291757224705,-0.17892903211264632,-1.0931288550303901,-1.2821386035171174,-1.6984706782225452,-0.5675990251289557,0.6231628979116418,-0.7817159355492128,1.6984706782225452,1.3579127122566843,1.3579127122566843,0
2019,Alajuela,Naranjo,San Jerónimo,276166490.27,405683000.88,129516510.61,50,3696786399.45,10809316.95745614,342,13.386078795569146,9.112500132938772,6.84,0.050836048225561425,-0.4073471637832985,-0.397812886839504,-0.37642224300462246,0.4581832120088599,2.7754131005977016,3.104908159691644,3.310712991473664,0.6343136855551265,-1.8993905476585096,2.0160973513815628,3.310712991473664,3.063678083921003,3.063678083921003,0
2019,Alajuela,Naranjo,San José,381971414.19,549927020.41,167955606.22,62,3670533056.67,10956815.094537314,335,9.609444372829968,6.674582118066178,5.403225806451613,-0.007101666134647577,0.3831200657855254,0.3555584513452832,0.2967891539770382,-0.39022173192017295,0.27221816456523734,0.3558613558777406,0.7156171402608567,-0.08934729745433764,1.7871541265642916,-1.709586225921833,1.7871541265642916,1.4041191642489939,1.4041191642489939,0
2019,Alajuela,Naranjo,San Juan,460059036.98,622981965.6,162922928.62,66,3260874898.83,10190234.05884375,320,7.0879487994314925,5.234300636117804,4.848484848484849,-0.11160726562469714,0.20443315884145652,0.13284480027101364,-0.029964332321291143,-0.31604042446615366,-1.3990569031394673,-1.2682298483334271,-0.28635377833003794,-1.3946563813919355,0.9538023562355916,-1.3838265979257804,1.3990569031394673,1.3925132941523943,1.3925132941523943,0
2019,Alajuela,Naranjo,San Miguel,328617471.44,477001027.09,148383555.65,60,3542417348.21,10933386.877191357,324,10.779759617427358,7.426435472940022,5.4,0.08633954325601922,-0.28570586593153724,-0.23432610664644904,-0.08924080295604986,0.37204540918755646,1.0479160124159717,1.2036667576769953,0.7097907014390952,1.077763938947553,-1.3320854627841268,1.6378319963140744,1.6378319963140744,1.3911947389250654,1.3911947389250654,0
2019,Alajuela,Orotina,Coyolar,535254845.6,702489829.08,167234983.48,70,3650335731.48,10550103.27017341,346,6.819808847107427,5.19628267965186,4.942857142857143,0.030464615730422473,0.6288082409450604,0.4727218374468094,0.12704526284884166,-0.5983436252146379,-1.5767830200133275,-1.31109968278752,-0.1158989144448958,0.3798678375002738,2.9329833270334325,-2.6235322436495867,2.9329833270334325,2.3777661968987824,2.3777661968987824,0
2019,Alajuela,Orotina,El Mastate,350826922.96,497567159.12,146740236.16,52,3123675621.69,10998857.822852112,284,8.903751158362924,6.277897494711166,5.461538461538462,-0.14427717024715137,-0.3445609584968137,-0.29170909168659764,-0.12255059852624084,0.2002837882496623,-0.19552307885782821,-0.09144843440378755,0.8209412266542473,-1.8027141647370735,-1.6065711339557975,0.8835583974642635,1.8027141647370735,1.4309478987190447,1.4309478987190447,0
2019,Alajuela,Orotina,Hacienda Vieja,408952604.9,584731451.9,175778847.0,66,3519675310.28,11732251.034266667,300,8.606560437830336,6.0193021922171726,4.545454545454546,0.12677362714626317,0.165681930706975,0.17518096036354014,0.19789126418153913,-0.03890830356071184,-0.39250436520998955,-0.38304584886382737,-0.8336859100713191,1.5827988582262624,0.7730761624670144,-0.16682922068391642,1.5827988582262624,1.063186976921532,1.063186976921532,0
2019,Alajuela,Orotina,La Ceiba,319650082.54,472825740.94,153175658.4,56,3556567505.79,11472798.405774193,310,11.126440129559304,7.521941378909226,5.535714285714286,0.010481704207842002,-0.21836888013425626,-0.1913796677028038,-0.1285887863401447,0.22885058434209826,1.2776996783076817,1.3113611936458405,0.954917306154654,0.13027474333856678,-1.0180423284411757,1.0090065620693323,1.3113611936458405,1.2023677334648992,1.2023677334648992,0
2019,Alajuela,Orotina,Orotina,319253851.35,479122478.9,159868627.54999998,60,3605689752.34,11026574.16617737,327,11.294115128425059,7.525611740484758,5.45,0.013811700880140831,-0.0012395779373853832,0.013317248649537872,0.04369473074189156,0.015051278817526215,1.388836516316901,1.3154999693128246,0.8001005031764062,0.17186748982338554,-0.00540468491961847,0.07012876894511086,1.388836516316901,1.1681456629353772,1.1681456629353772,0
2019,Alajuela,Palmares,Buenos Aires,326234294.08,487376399.05,161142104.97,61,3077140982.98,10223059.744119601,301,9.43230383445039,6.313684841896326,4.934426229508197,-0.146587423118416,0.021864866157392804,0.01722716114040379,0.007965774395615632,-0.1684522892758088,0.15480746260054662,-0.05109388113490507,-0.13112679670505187,-1.831569977954448,0.10234875778153396,-0.7357083904374748,1.831569977954448,0.9073619436641566,0.9073619436641566,0
2019,Alajuela,Palmares,Candelaria,459547694.9,607875464.4399999,148327769.54,62,3789751448.13,10921473.91391931,347,8.246698852345828,6.234420814502319,5.596774193548387,0.23158200065954926,0.4086431231760954,0.2472402554265618,-0.07952195630301384,-0.17706112251654615,-0.6310245918524411,-0.1404736387131356,1.0652034695665782,2.8918896886428955,1.9061873866077386,-0.7735132015176912,2.8918896886428955,1.954426848272404,1.954426848272404,0
2019,Alajuela,Palmares,Esquipulas,321235257.02000004,504291240.04,183055983.02,63,3300272794.25,10891989.419966998,303,10.27369419180699,6.54437858961862,4.809523809523809,-0.12915851094179975,-0.30097515321037016,-0.17040369361745167,0.23413156948089053,0.1718166422685704,0.7124902685084571,0.20904116277015608,-0.35672505241106045,-1.6138771701211805,-1.4032976618371658,0.7585478361357524,1.6138771701211805,1.258574222698033,1.258574222698033,0
2019,Alajuela,Palmares,La Granja,279722651.65000004,425445948.18,145723296.53,52,3562079019.21,10893208.009816514,327,12.734324511076826,8.372577138055,6.288461538461538,0.07932866198701505,-0.1292280484872662,-0.15634872391149623,-0.20394136194893553,0.20855671047428126,2.3434231746849523,2.270555678703908,2.3145264092328595,0.9901957411524632,-0.6023114216162896,0.9198880896579825,2.3434231746849523,2.3095017542072402,2.3095017542072402,0
2019,Alajuela,Palmares,Palmares,436151137.3,621165270.46,185014133.16,68,3413288217.26,11118202.662084691,307,7.825929879238676,5.494975942122958,4.514705882352941,-0.041770775198299415,0.55922709414942,0.46003334411165686,0.2696263230767031,-0.6009978693477194,-0.9099149065674865,-0.9742869788706371,-0.8892240234391853,-0.5223757974929109,2.6084739779416255,-2.63518808541187,2.63518808541187,2.0726496807413777,2.0726496807413777,0
2019,Alajuela,Palmares,Santiago,295390746.66,425249565.76,129858819.1,51,3501879642.51,10909282.375420561,321,11.855075631535357,8.23488117207478,6.294117647058823,0.02595486217718701,-0.32273305880016556,-0.31540028719718327,-0.29811405819630954,0.3486879209773526,1.7606473228501598,2.115286857986091,2.3247424501533698,0.3235395420971304,-1.5047711802498844,1.535259974716928,2.3247424501533698,2.0668922103298732,2.0668922103298732,0
2019,Alajuela,Palmares,Zaragoza,475324903.62,682291267.6800001,206966364.06,79,3293716365.65,10870351.041749176,303,6.9293999547795035,4.827434442843813,3.8354430379746836,-0.059443298488350504,0.6091394500150249,0.6044490638353006,0.5937798102154466,-0.6685827485033754,-1.5041448255121077,-1.72702058755287,-2.116105879505639,-0.7431113877308183,2.8412529253935364,-2.931980172900371,2.931980172900371,2.6297796592665157,2.6297796592665157,0
2019,Alajuela,Poás,Carrillos,478213460.02,658880058.0,180666597.98,69,3392582139.9,10804401.719426751,314,7.0942840876083135,5.149013236488028,4.550724637681159,0.030016480860667327,0.006077014644091161,-0.03431263272591101,-0.1270726583976498,0.023939466216576166,-1.3948578042838722,-1.3644016850922964,-0.824167090388863,0.3742704865528131,0.028718102725118353,0.10916033525267983,1.3948578042838722,1.194475526588344,1.194475526588344,0
2019,Alajuela,Poás,Sabana Redonda,401910357.58,572113725.57,170203367.99,67,3242106387.34,10037481.075356038,323,8.066740073238,5.666891463073835,4.82089552238806,-0.044354343197843815,-0.15955866745534275,-0.13168759833675214,-0.057914579158446666,0.11520432425749894,-0.7503032548453433,-0.7804314798288822,-0.3361855097273781,-0.5546454059658702,-0.7437659660173717,0.5099406291690646,0.7804314798288822,0.7581669002305323,0.7581669002305323,0
2019,Alajuela,Poás,San Juan,456044345.59000003,617590541.42,161546195.82999998,61,3594588865.31,11375281.219335442,316,7.882103791155569,5.820343130652734,5.180327868852459,0.1087202071302773,0.13469169676530357,0.07948911871444975,-0.05086369478016828,-0.025971489635026268,-0.8726822183833031,-0.6073962039401102,0.313019769216153,1.3573057434266964,0.6285453361190255,-0.1100185248829873,1.3573057434266964,0.9528444326430083,0.9528444326430083,0
2019,Alajuela,Poás,San Pedro,452031685.42,603911284.11,151879598.69,58,3293150162.75,10832730.798519736,304,7.28521975111149,5.453036314105643,5.241379310344827,-0.08385902083797936,-0.00879883767621037,-0.022149395744545886,-0.05983797445885042,-0.07506018316176899,-1.268303541284147,-1.021578971321076,0.42329064075520945,-1.0480717375052175,-0.0406592124810368,-0.32558650408038703,1.268303541284147,1.1126514167034802,1.1126514167034802,0
2019,Alajuela,Poás,San Rafael,441597177.56,603023355.37,161426177.81,61,3510800149.32,10802461.997907693,325,7.950232310628811,5.821996972515039,5.327868852459017,0.06609172853151879,-0.023083576210603307,-0.0014702966534373418,0.0628562308719649,0.0891753047421221,-0.8275258845009472,-0.6055312976315936,0.5795077087688753,0.82486211723902,-0.1072797184258015,0.39563685096069423,0.8275258845009472,0.7526397664571869,0.7526397664571869,0
